MANDT,KUNNR,LAND1,NAME1,NAME2,ORT01,PSTLZ,REGIO,SORTL,STRAS,TELF1,TELFX,XCPDK,ADRNR,MCOD1,MCOD2,MCOD3,ANRED,AUFSD,BAHNE,BAHNS,BBBNR,BBSNR,BEGRU,BRSCH,BUBKZ,DATLT,ERDAT,ERNAM,EXABL,FAKSD,FISKN,KNAZK,KNRZA,KONZS,KTOKD,KUKLA,LIFNR,LIFSD,LOCCO,LOEVM,NAME3,NAME4,NIELS,ORT02,RPMKR,SPERR,SPRAS,STCD1,STCD2,STKZA,LZONE,XZEMP,VBUND,UMSAT,UMJAH,UWAER,STKZN,PFORT,WERKS,SPERZ,KDKG1,XKNZA,CONFS,UPDAT,UPTIM,NODEL,TS_ERDAT,TS_UPDAT,TS_UPTIM
"M1","K4298","Brasilien 3","McMahon and Tate 1527",,,,,,,,,,,,,,,,,,,,,,,,2004-09-04T20:00:00,"Richard Elsesser 601",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"M1","K4309","Brasilien 3","Stark Industries 8763",,,,,,,,,,,,,,,,,,,,,,,,2004-09-04T20:00:00,"Richard Elsesser 601",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"M1","K4310","Brasilien 3","Soder Cola 15634",,,,,,,,,,,,,,,,,,,,,,,,2004-09-04T20:00:00,"Richard Elsesser 601",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"M1","K4312","Brasilien 3","Oscorp 13080",,,,,,,,,,,,,,,,,,,,,,,,2004-09-04T20:00:00,"Richard Elsesser 601",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"M1","K4321","Brasilien 3","GameCenter CX 13303",,,,,,,,,,,,,,,,,,,,,,,,2004-09-04T20:00:00,"Richard Elsesser 601",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"M1","K4323","Brasilien 3","Mammoth Studios 16988",,,,,,,,,,,,,,,,,,,,,,,,2004-09-04T20:00:00,"Richard Elsesser 601",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"M1","K4328","Brasilien 3","Tyrell Corporation 3668",,,,,,,,,,,,,,,,,,,,,,,,2004-09-04T20:00:00,"Richard Elsesser 601",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"M1","K4336","Brasilien 3","Blaze Comics 21168",,,,,,,,,,,,,,,,,,,,,,,,2004-09-04T20:00:00,"Richard Elsesser 601",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"M1","K4337","Brasilien 3","Buy n Large 13494",,,,,,,,,,,,,,,,,,,,,,,,2004-09-04T20:00:00,"Richard Elsesser 601",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"M1","K4339","Brasilien 3","Cross Technological Enterprises 22477",,,,,,,,,,,,,,,,,,,,,,,,2004-09-04T20:00:00,"Richard Elsesser 601",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"M1","K4350","Brasilien 3","Massive Dynamic 7906",,,,,,,,,,,,,,,,,,,,,,,,2004-09-04T20:00:00,"Richard Elsesser 601",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"M1","K4351","Brasilien 3","Cross Technological Enterprises 7366",,,,,,,,,,,,,,,,,,,,,,,,2004-09-04T20:00:00,"Richard Elsesser 601",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"M1","K4354","Brasilien 3","Global Digital News 14275",,,,,,,,,,,,,,,,,,,,,,,,2004-09-04T20:00:00,"Richard Elsesser 601",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"M1","K4355","Brasilien 3","GothCorp 12666",,,,,,,,,,,,,,,,,,,,,,,,2004-09-04T20:00:00,"Richard Elsesser 601",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"M1","K4361","Brasilien 3","Management Corporation 13128",,,,,,,,,,,,,,,,,,,,,,,,2004-09-04T20:00:00,"Richard Elsesser 601",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"M1","K4362","Brasilien 3","Contoso 21045",,,,,,,,,,,,,,,,,,,,,,,,2004-09-04T20:00:00,"Richard Elsesser 601",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"M1","K4365","Brasilien 3","Jabot Cosmetics 4680",,,,,,,,,,,,,,,,,,,,,,,,2004-09-04T20:00:00,"Richard Elsesser 601",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"M1","K4371","Brasilien 3","Bonsai Kitten 22352",,,,,,,,,,,,,,,,,,,,,,,,2004-09-04T20:00:00,"Richard Elsesser 601",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"M1","K4375","Brasilien 3","Consumer Recreation Services 25352",,,,,,,,,,,,,,,,,,,,,,,,2004-09-04T20:00:00,"Richard Elsesser 601",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"M1","K4376","Brasilien 3","Media in The Simpsons 17012",,,,,,,,,,,,,,,,,,,,,,,,2004-09-04T20:00:00,"Richard Elsesser 601",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"M1","K4378","Brasilien 3","Wallenquist Organization 22124",,,,,,,,,,,,,,,,,,,,,,,,2004-09-04T20:00:00,"Richard Elsesser 601",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"M1","K4385","Brasilien 3","Consumer Recreation Services 20894",,,,,,,,,,,,,,,,,,,,,,,,2004-09-04T20:00:00,"Richard Elsesser 601",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"M1","K4386","Brasilien 3","ManBeef.com 20803",,,,,,,,,,,,,,,,,,,,,,,,2004-09-04T20:00:00,"Richard Elsesser 601",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"M1","K4388","Brasilien 3","Breakages 13602",,,,,,,,,,,,,,,,,,,,,,,,2004-09-04T20:00:00,"Richard Elsesser 601",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"M1","K4390","Brasilien 3","Consumer Recreation Services 17664",,,,,,,,,,,,,,,,,,,,,,,,2004-09-04T20:00:00,"Richard Elsesser 601",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"M1","K4391","Brasilien 3","Sloane Curtis Advertising 23093",,,,,,,,,,,,,,,,,,,,,,,,2004-09-04T20:00:00,"Richard Elsesser 601",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"M1","K4394","Brasilien 3","Buy n Large 15381",,,,,,,,,,,,,,,,,,,,,,,,2004-09-04T20:00:00,"Richard Elsesser 601",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"M1","K4395","Brasilien 3","Haspel Corporation 13420",,,,,,,,,,,,,,,,,,,,,,,,2004-09-04T20:00:00,"Richard Elsesser 601",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"M1","K4398","Brasilien 3","Nologo Corporation 12531",,,,,,,,,,,,,,,,,,,,,,,,2004-09-04T20:00:00,"Richard Elsesser 601",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"M1","K4400","Brasilien 3","Kitchen Table International 620",,,,,,,,,,,,,,,,,,,,,,,,2004-09-04T20:00:00,"Richard Elsesser 601",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"M1","K4404","Brasilien 3","Paper Street Soap Co. 21217",,,,,,,,,,,,,,,,,,,,,,,,2004-09-04T20:00:00,"Richard Elsesser 601",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"M1","K4405","Brasilien 3","Vaillante 4032",,,,,,,,,,,,,,,,,,,,,,,,2004-09-04T20:00:00,"Richard Elsesser 601",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"M1","K4411","Brasilien 3","Haly's Circus 15102",,,,,,,,,,,,,,,,,,,,,,,,2004-09-04T20:00:00,"Richard Elsesser 601",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"M1","K4412","Brasilien 3","Dunder Mifflin 5292",,,,,,,,,,,,,,,,,,,,,,,,2004-09-04T20:00:00,"Richard Elsesser 601",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"M1","K4414","Brasilien 3","LexCorp 3175",,,,,,,,,,,,,,,,,,,,,,,,2004-09-04T20:00:00,"Richard Elsesser 601",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"M1","K4418","Brasilien 3","Buy n Large 20514",,,,,,,,,,,,,,,,,,,,,,,,2004-09-04T20:00:00,"Richard Elsesser 601",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"M1","K4421","Brasilien 3","Massive Dynamic 16732",,,,,,,,,,,,,,,,,,,,,,,,2004-09-04T20:00:00,"Richard Elsesser 601",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"M1","K4427","Brasilien 3","Life Foundation 12149",,,,,,,,,,,,,,,,,,,,,,,,2004-09-04T20:00:00,"Richard Elsesser 601",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"M1","K4431","Brasilien 3","Clothes Over Bro's 7321",,,,,,,,,,,,,,,,,,,,,,,,2004-09-04T20:00:00,"Richard Elsesser 601",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"M1","K4438","Brasilien 3","Crudgington Brewery 13610",,,,,,,,,,,,,,,,,,,,,,,,2004-09-04T20:00:00,"Richard Elsesser 601",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"M1","K4442","Brasilien 3","Monsters 21943",,,,,,,,,,,,,,,,,,,,,,,,2004-09-04T20:00:00,"Richard Elsesser 601",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"M1","K4443","Brasilien 3","Alchemax 2992",,,,,,,,,,,,,,,,,,,,,,,,2004-09-04T20:00:00,"Richard Elsesser 601",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"M1","K4450","Brasilien 3","Shadrack & Duxbury 12469",,,,,,,,,,,,,,,,,,,,,,,,2004-09-04T20:00:00,"Richard Elsesser 601",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"M1","K4456","Brasilien 3","U.S. Robots and Mechanical 21553",,,,,,,,,,,,,,,,,,,,,,,,2004-09-04T20:00:00,"Richard Elsesser 601",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"M1","K4461","Brasilien 3","Stark Industries 16207",,,,,,,,,,,,,,,,,,,,,,,,2004-09-04T20:00:00,"Richard Elsesser 601",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"M1","K4465","Brasilien 3","Ace o' Clubs 12535",,,,,,,,,,,,,,,,,,,,,,,,2004-09-04T20:00:00,"Richard Elsesser 601",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"M1","K447","Belgien 11","Acme Corporation 766",,,,,,,,,,,,,,,,,,,,,,,,2004-01-03T22:00:00,"Rudolf F?rbers 101",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"M1","K4478","Brasilien 3","Tyrell Corporation 8428",,,,,,,,,,,,,,,,,,,,,,,,2004-09-04T20:00:00,"Richard Elsesser 601",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"M1","K4479","Brasilien 3","Oscorp 9797",,,,,,,,,,,,,,,,,,,,,,,,2004-09-04T20:00:00,"Richard Elsesser 601",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"M1","K4485","Brasilien 3","Acme Corporation 15591",,,,,,,,,,,,,,,,,,,,,,,,2004-09-04T20:00:00,"Richard Elsesser 601",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"M1","K4487","Brasilien 3","Landau 3920",,,,,,,,,,,,,,,,,,,,,,,,2004-09-04T20:00:00,"Richard Elsesser 601",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"M1","K4488","Brasilien 3","Brand Corporation 7100",,,,,,,,,,,,,,,,,,,,,,,,2004-09-04T20:00:00,"Richard Elsesser 601",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"M1","K4489","Brasilien 3","Mammoth Studios 16988",,,,,,,,,,,,,,,,,,,,,,,,2004-09-04T20:00:00,"Richard Elsesser 601",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"M1","K4496","Brasilien 3","Landau 3329",,,,,,,,,,,,,,,,,,,,,,,,2004-09-04T20:00:00,"Richard Elsesser 601",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"M1","K4498","Brasilien 3","GothCorp 10629",,,,,,,,,,,,,,,,,,,,,,,,2004-09-04T20:00:00,"Richard Elsesser 601",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"M1","K45","Belgien 11","Clothes Over Bro's 23670",,,,,,,,,,,,,,,,,,,,,,,,2004-01-03T22:00:00,"Rudolf F?rbers 101",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"M1","K4500","Brasilien 3","Life Foundation 14019",,,,,,,,,,,,,,,,,,,,,,,,2004-09-04T20:00:00,"Richard Elsesser 601",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"M1","K4506","Brasilien 3","Advanced Idea Mechanics 23367",,,,,,,,,,,,,,,,,,,,,,,,2004-09-04T20:00:00,"Richard Elsesser 601",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"M1","K4512","Brasilien 3","Yoyodyne 16885",,,,,,,,,,,,,,,,,,,,,,,,2004-09-04T20:00:00,"Richard Elsesser 601",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"M1","K4520","Brasilien 3","Monsters 17480",,,,,,,,,,,,,,,,,,,,,,,,2004-09-04T20:00:00,"Richard Elsesser 601",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"M1","K4522","Brasilien 3","The Lightman Group 22978",,,,,,,,,,,,,,,,,,,,,,,,2004-09-04T20:00:00,"Richard Elsesser 601",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"M1","K4529","Brasilien 3","Parker Industries 9309",,,,,,,,,,,,,,,,,,,,,,,,2004-09-04T20:00:00,"Richard Elsesser 601",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"M1","K4530","Brasilien 3","Fantastic Four Incorporated 15346",,,,,,,,,,,,,,,,,,,,,,,,2004-09-04T20:00:00,"Richard Elsesser 601",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"M1","K4532","Brasilien 3","Bonk Business 23975",,,,,,,,,,,,,,,,,,,,,,,,2004-09-04T20:00:00,"Richard Elsesser 601",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"M1","K4535","Brasilien 3","Crosstime Traffic 17510",,,,,,,,,,,,,,,,,,,,,,,,2004-09-04T20:00:00,"Richard Elsesser 601",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"M1","K4536","Brasilien 3","Global Digital News 7119",,,,,,,,,,,,,,,,,,,,,,,,2004-09-04T20:00:00,"Richard Elsesser 601",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"M1","K4540","Brasilien 3","Phua Chu Kang Pte Ltd 19255",,,,,,,,,,,,,,,,,,,,,,,,2004-09-04T20:00:00,"Richard Elsesser 601",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"M1","K4542","Brasilien 3","Kord Enterprises 23423",,,,,,,,,,,,,,,,,,,,,,,,2004-09-04T20:00:00,"Richard Elsesser 601",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"M1","K4544","Brasilien 3","Oscorp 7997",,,,,,,,,,,,,,,,,,,,,,,,2004-09-04T20:00:00,"Richard Elsesser 601",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"M1","K4545","Brasilien 3","GothCorp 13474",,,,,,,,,,,,,,,,,,,,,,,,2004-09-04T20:00:00,"Richard Elsesser 601",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"M1","K4549","Brasilien 3","Fantastic Four Incorporated 4333",,,,,,,,,,,,,,,,,,,,,,,,2004-09-04T20:00:00,"Richard Elsesser 601",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"M1","K4552","Brasilien 3","Consumer Recreation Services 511",,,,,,,,,,,,,,,,,,,,,,,,2004-09-04T20:00:00,"Richard Elsesser 601",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"M1","K4553","Brasilien 3","Wallenquist Organization 12203",,,,,,,,,,,,,,,,,,,,,,,,2004-09-04T20:00:00,"Richard Elsesser 601",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"M1","K4557","Brasilien 3","The Monster Maker 17610",,,,,,,,,,,,,,,,,,,,,,,,2004-09-04T20:00:00,"Richard Elsesser 601",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"M1","K4558","Brasilien 3","Bonsai Kitten 21666",,,,,,,,,,,,,,,,,,,,,,,,2004-09-04T20:00:00,"Richard Elsesser 601",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"M1","K4562","Brasilien 3","Bonsai Kitten 3938",,,,,,,,,,,,,,,,,,,,,,,,2004-09-04T20:00:00,"Richard Elsesser 601",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"M1","K4563","Brasilien 3","CHOAM 5875",,,,,,,,,,,,,,,,,,,,,,,,2004-09-04T20:00:00,"Richard Elsesser 601",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"M1","K4568","Brasilien 3","Struan's 12891",,,,,,,,,,,,,,,,,,,,,,,,2004-09-04T20:00:00,"Richard Elsesser 601",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"M1","K4577","Brasilien 3","Landau 13230",,,,,,,,,,,,,,,,,,,,,,,,2004-09-04T20:00:00,"Richard Elsesser 601",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"M1","K4581","Brasilien 3","Roxxon Energy Corporation 15221",,,,,,,,,,,,,,,,,,,,,,,,2004-09-04T20:00:00,"Richard Elsesser 601",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"M1","K4582","Brasilien 3","Dr. Zeus Inc. 6736",,,,,,,,,,,,,,,,,,,,,,,,2004-09-04T20:00:00,"Richard Elsesser 601",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"M1","K4586","Brasilien 3","Santini Air 1934",,,,,,,,,,,,,,,,,,,,,,,,2004-09-04T20:00:00,"Richard Elsesser 601",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"M1","K4595","Brasilien 3","RAMJAC 13626",,,,,,,,,,,,,,,,,,,,,,,,2004-09-04T20:00:00,"Richard Elsesser 601",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"M1","K460","Belgien 11","Dr. Zeus Inc. 22175",,,,,,,,,,,,,,,,,,,,,,,,2004-01-03T22:00:00,"Rudolf F?rbers 101",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"M1","K4602","Brasilien 3","Crosstime Traffic 16150",,,,,,,,,,,,,,,,,,,,,,,,2004-09-04T20:00:00,"Richard Elsesser 601",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"M1","K4604","Brasilien 3","Landau 9638",,,,,,,,,,,,,,,,,,,,,,,,2004-09-04T20:00:00,"Richard Elsesser 601",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"M1","K4614","Brasilien 3","BuyTigers.com 5867",,,,,,,,,,,,,,,,,,,,,,,,2004-09-04T20:00:00,"Richard Elsesser 601",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"M1","K4615","Brasilien 3","Adipose Industries 24400",,,,,,,,,,,,,,,,,,,,,,,,2004-09-04T20:00:00,"Richard Elsesser 601",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"M1","K4624","Brasilien 3","Fantastic Four Incorporated 10888",,,,,,,,,,,,,,,,,,,,,,,,2004-09-04T20:00:00,"Richard Elsesser 601",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"M1","K4626","Brasilien 3","Contoso 18342",,,,,,,,,,,,,,,,,,,,,,,,2004-09-04T20:00:00,"Richard Elsesser 601",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"M1","K4640","Brasilien 3","Monsters 18190",,,,,,,,,,,,,,,,,,,,,,,,2004-09-04T20:00:00,"Richard Elsesser 601",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"M1","K4642","Brasilien 3","GameCenter CX 3099",,,,,,,,,,,,,,,,,,,,,,,,2004-09-04T20:00:00,"Richard Elsesser 601",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"M1","K4643","Brasilien 3","Daggett Industries 18110",,,,,,,,,,,,,,,,,,,,,,,,2004-09-04T20:00:00,"Richard Elsesser 601",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"M1","K4645","Brasilien 3","Stagg Enterprises 10289",,,,,,,,,,,,,,,,,,,,,,,,2004-09-04T20:00:00,"Richard Elsesser 601",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"M1","K4649","Brasilien 3","ConHugeCo 18833",,,,,,,,,,,,,,,,,,,,,,,,2004-09-04T20:00:00,"Richard Elsesser 601",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"M1","K4654","Brasilien 3","Soder Cola 9275",,,,,,,,,,,,,,,,,,,,,,,,2004-09-04T20:00:00,"Richard Elsesser 601",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"M1","K4661","Brasilien 3","Roxxon Energy Corporation 21051",,,,,,,,,,,,,,,,,,,,,,,,2004-09-04T20:00:00,"Richard Elsesser 601",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"M1","K4663","Brasilien 3","Big Belly Burger 13315",,,,,,,,,,,,,,,,,,,,,,,,2004-09-04T20:00:00,"Richard Elsesser 601",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"M1","K4665","Brasilien 3","GothCorp 15097",,,,,,,,,,,,,,,,,,,,,,,,2004-09-04T20:00:00,"Richard Elsesser 601",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"M1","K4678","Brasilien 3","Buy n Large 17042",,,,,,,,,,,,,,,,,,,,,,,,2004-09-04T20:00:00,"Richard Elsesser 601",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"M1","K4684","Brasilien 3","Buy More 16002",,,,,,,,,,,,,,,,,,,,,,,,2004-09-04T20:00:00,"Richard Elsesser 601",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"M1","K4694","Brasilien 3","Phua Chu Kang Pte Ltd 22892",,,,,,,,,,,,,,,,,,,,,,,,2004-09-04T20:00:00,"Richard Elsesser 601",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"M1","K4696","Brasilien 3","Crosstime Traffic 7116",,,,,,,,,,,,,,,,,,,,,,,,2004-09-04T20:00:00,"Richard Elsesser 601",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"M1","K4698","Brasilien 3","The Lightman Group 6396",,,,,,,,,,,,,,,,,,,,,,,,2004-09-04T20:00:00,"Richard Elsesser 601",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"M1","K4700","Brasilien 3","Global Digital News 12920",,,,,,,,,,,,,,,,,,,,,,,,2004-09-04T20:00:00,"Richard Elsesser 601",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"M1","K4712","Brasilien 3","GothCorp 22561",,,,,,,,,,,,,,,,,,,,,,,,2004-09-04T20:00:00,"Richard Elsesser 601",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"M1","K4716","Brasilien 3","Shadrack & Duxbury 2214",,,,,,,,,,,,,,,,,,,,,,,,2004-09-04T20:00:00,"Richard Elsesser 601",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"M1","K4717","Brasilien 3","Mammoth Studios 16951",,,,,,,,,,,,,,,,,,,,,,,,2004-09-04T20:00:00,"Richard Elsesser 601",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"M1","K4718","Brasilien 3","Adipose Industries 8452",,,,,,,,,,,,,,,,,,,,,,,,2004-09-04T20:00:00,"Richard Elsesser 601",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"M1","K472","Belgien 11","Crudgington Brewery 12944",,,,,,,,,,,,,,,,,,,,,,,,2004-01-03T22:00:00,"Rudolf F?rbers 101",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"M1","K4720","Brasilien 3","Wallenquist Organization 10585",,,,,,,,,,,,,,,,,,,,,,,,2004-09-04T20:00:00,"Richard Elsesser 601",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"M1","K4721","Brasilien 3","Red Bedroom Records 19944",,,,,,,,,,,,,,,,,,,,,,,,2004-09-04T20:00:00,"Richard Elsesser 601",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"M1","K4722","Brasilien 3","Crudgington Brewery 3645",,,,,,,,,,,,,,,,,,,,,,,,2004-09-04T20:00:00,"Richard Elsesser 601",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"M1","K4723","Brasilien 3","Seburo 20020",,,,,,,,,,,,,,,,,,,,,,,,2004-09-04T20:00:00,"Richard Elsesser 601",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"M1","K4725","Brasilien 3","Santini Air 2592",,,,,,,,,,,,,,,,,,,,,,,,2004-09-04T20:00:00,"Richard Elsesser 601",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"M1","K4729","Brasilien 3","GothCorp 4578",,,,,,,,,,,,,,,,,,,,,,,,2004-09-04T20:00:00,"Richard Elsesser 601",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
